attendance_id,employee_id,status,leave_type
66894,3851,Present,Sick
66895,4463,Leave,None
66896,3524,Present,Sick
66897,4869,Present,Earned
66898,4265,Present,Sick
66899,4560,Present,Earned
66900,2831,Present,Casual
66901,1009,Leave,Unpaid
66902,4324,Present,Unpaid
66903,3236,Present,Unpaid
66904,4811,Present,Casual
66905,651,Leave,None
66906,3506,WFH,Sick
66907,3091,Present,None
66908,1995,WFH,Casual
66909,692,WFH,Unpaid
66910,1916,Present,Earned
66911,4485,Present,None
66912,2741,Present,Casual
66913,4286,Present,Sick
66914,1802,WFH,Casual
66915,1520,Present,None
66916,4826,Present,Earned
66917,586,Present,Casual
66918,2397,Present,Casual
66919,3188,Present,Earned
66920,3905,Leave,Sick
66921,4570,Absent,Sick
66922,616,Present,Unpaid
66923,1042,Present,None
66924,3697,Present,Casual
66925,669,Present,Sick
66926,2110,Present,None
66927,4953,Present,Earned
66928,2406,Present,Unpaid
66929,2959,Leave,Earned
66930,4771,Present,Sick
66931,4306,Present,Casual
66932,3830,Present,Sick
66933,4065,Present,Unpaid
66934,249,Leave,Earned
66935,3903,Absent,Casual
66936,3514,Present,None
66937,2249,Present,Earned
66938,4022,Present,None
66939,2965,Present,Unpaid
66940,661,Absent,Unpaid
66941,3860,Leave,None
66942,4243,Present,Casual
66943,3384,Leave,None
66944,42,Present,Casual
66945,4471,Leave,Sick
66946,4358,Present,None
66947,4999,Present,Sick
66948,625,Present,Earned
66949,3833,Present,Unpaid
66950,3619,WFH,Casual
66951,2421,Present,None
66952,1915,Present,None
66953,3001,Leave,Sick
66954,1238,WFH,None
66955,2520,Present,Casual
66956,1940,Present,Sick
66957,3320,Present,Earned
66958,4637,Present,Earned
66959,2551,Present,Earned
66960,1515,Present,Earned
66961,386,Present,Casual
66962,4581,Present,Sick
66963,1548,Present,Casual
66964,4713,Present,Casual
66965,559,Present,Unpaid
66966,519,Leave,None
66967,1027,Present,Sick
66968,4673,Present,Sick
66969,2915,Present,Earned
66970,2391,Present,Unpaid
66971,4889,Present,Earned
66972,860,Present,None
66973,3518,Present,Earned
66974,4108,Present,Sick
66975,2893,Present,Sick
66976,755,Present,Unpaid
66977,1060,WFH,Sick
66978,784,Leave,Sick
66979,4742,Present,None
66980,2442,Leave,None
66981,2394,Present,None
66982,2677,Leave,Sick
66983,4639,Present,Sick
66984,3143,Present,Sick
66985,4110,Present,None
66986,851,Present,Sick
66987,1961,Present,Earned
66988,4536,Present,Earned
66989,1148,Present,Sick
66990,2040,Present,Casual
66991,818,Present,Earned
66992,3564,Present,Sick
66993,309,Present,Earned
66994,1888,Present,Casual
66995,1110,Present,Sick
66996,3717,Present,Earned
66997,1423,Absent,Sick
66998,3215,Present,Sick
66999,2723,Leave,Earned
67000,4799,Absent,Sick
67001,4730,Present,Casual
67002,1745,Present,Sick
67003,4263,Present,Sick
67004,292,Present,Sick
67005,4634,Present,Unpaid
67006,2888,Present,Sick
67007,721,Present,Sick
67008,1040,Present,Sick
67009,337,Present,Sick
67010,3872,Present,Earned
67011,4518,Present,Unpaid
67012,295,Present,Earned
67013,4451,Leave,Unpaid
67014,1886,Present,Casual
67015,1102,Present,Sick
67016,486,Leave,Sick
67017,1849,Present,Sick
67018,1415,Present,None
67019,738,Present,Earned
67020,2991,Present,Casual
67021,4878,Leave,Unpaid
67022,3905,Present,Earned
67023,2669,Leave,Earned
67024,3627,Present,Unpaid
67025,776,Present,Earned
67026,4231,Present,Casual
67027,2676,Present,Unpaid
67028,3032,Present,Casual
67029,701,Present,None
67030,4542,Present,Casual
67031,1058,Absent,Casual
67032,3332,Present,Unpaid
67033,1550,Present,None
67034,2971,Present,Sick
67035,2347,Present,Unpaid
67036,4027,WFH,Earned
67037,4275,Leave,Unpaid
67038,3532,Present,None
67039,2048,Present,Sick
67040,2899,Present,None
67041,3161,Leave,Casual
67042,2979,Present,Earned
67043,4210,Present,Casual
67044,1061,Present,Earned
67045,1196,Present,Unpaid
67046,1733,Present,Sick
67047,3589,Present,None
67048,953,WFH,Earned
67049,331,Present,Unpaid
67050,3887,Present,Earned
67051,491,Present,Unpaid
67052,2813,Present,None
67053,1183,Present,Unpaid
67054,3674,Present,Unpaid
67055,645,Present,None
67056,196,Present,Unpaid
67057,1852,Leave,Earned
67058,4109,Present,Casual
67059,3441,Present,None
67060,108,Present,Sick
67061,2559,Present,Sick
67062,2337,Leave,Casual
67063,1932,Present,Earned
67064,69,Absent,Sick
67065,441,Present,Casual
67066,4871,Leave,Unpaid
67067,14,Present,Unpaid
67068,2643,WFH,Earned
67069,1347,Present,Casual
67070,4025,Present,Earned
67071,2687,Present,None
67072,2447,Leave,Casual
67073,2641,Absent,None
67074,769,Leave,Casual
67075,1216,Present,Casual
67076,1581,Absent,Unpaid
67077,2884,Present,None
67078,3064,Present,Casual
67079,3870,Present,Casual
67080,3191,Present,Unpaid
67081,3214,Present,None
67082,1549,Present,Earned
67083,4581,Present,Casual
67084,417,Present,Unpaid
67085,2244,Present,Casual
67086,4108,Absent,None
67087,2514,Present,None
67088,46,Present,Sick
67089,3084,Present,Earned
67090,3368,Present,Unpaid
67091,2607,Present,Casual
67092,248,Present,None
67093,2738,Present,Unpaid
67094,2530,Leave,Casual
67095,2855,Present,Casual
67096,1463,Absent,Casual
67097,4439,Leave,Unpaid
67098,795,Present,Sick
67099,1731,Present,Sick
67100,1863,Present,Unpaid
67101,4257,Present,Sick
67102,7,Leave,Sick
67103,1341,Leave,Casual
67104,1155,Present,Sick
67105,747,Leave,Sick
67106,2569,Present,Sick
67107,1731,Present,Sick
67108,4060,Present,Unpaid
67109,1980,Present,Unpaid
67110,1698,Present,Unpaid
67111,1257,Present,Earned
67112,125,Present,None
67113,4214,Present,None
67114,2671,WFH,None
67115,4204,Present,Casual
67116,1740,Present,Earned
67117,304,Present,Unpaid
67118,4498,Present,Earned
67119,2321,WFH,Sick
67120,1700,Present,Earned
67121,306,Present,Sick
67122,4966,Present,Unpaid
67123,2771,Leave,Sick
67124,116,Present,Casual
67125,4498,Present,None
67126,2968,Leave,Casual
67127,4767,Present,Earned
67128,1894,Absent,Unpaid
67129,2142,Leave,Casual
67130,4376,Present,Sick
67131,653,Present,Earned
67132,2289,Present,None
67133,1435,Leave,None
67134,2179,Present,None
67135,2601,Present,Casual
67136,1640,Present,None
67137,1576,Present,Casual
67138,3646,Present,Casual
67139,2903,Present,Sick
67140,543,Present,Earned
67141,1595,Present,None
67142,1105,Present,Unpaid
67143,3395,Present,Casual
67144,826,Present,Earned
67145,3204,Leave,Earned
67146,1633,Present,Earned
67147,265,Present,Sick
67148,2003,Present,None
67149,4567,Present,Casual
67150,3513,Present,Earned
67151,46,Present,Earned
67152,1248,Leave,None
67153,3491,Present,None
67154,3178,Present,None
67155,1936,Present,Sick
67156,4221,Leave,Casual
67157,3151,Present,Casual
67158,3050,Absent,Casual
67159,1282,Present,Unpaid
67160,4435,Leave,None
67161,1677,Present,Unpaid
67162,3645,Present,None
67163,3455,Present,Earned
67164,3244,Present,Casual
67165,1367,Leave,Unpaid
67166,1380,Present,Unpaid
67167,3653,Present,Casual
67168,585,Present,Casual
67169,4627,Present,None
67170,804,Present,Casual
67171,3523,Present,Sick
67172,4696,Present,None
67173,4739,Present,Casual
67174,3157,Present,Earned
67175,1177,Leave,Sick
67176,1256,Present,None
67177,2398,Present,Unpaid
67178,3173,Present,Casual
67179,3894,Present,Sick
67180,2763,Absent,Sick
67181,3976,Present,Sick
67182,2873,Present,Casual
67183,2800,Leave,Unpaid
67184,2922,Leave,Sick
67185,3082,Leave,Sick
67186,2725,Leave,Earned
67187,3495,Present,None
67188,1511,Present,Unpaid
67189,1469,Present,Casual
67190,970,Present,Sick
67191,4935,Present,None
67192,4337,Present,None
67193,643,WFH,Casual
67194,3620,Leave,Sick
67195,4690,Present,Earned
67196,186,Leave,Earned
67197,695,Present,Sick
67198,4893,Absent,Earned
67199,1423,Leave,None
67200,122,Present,Earned
67201,3515,Present,Unpaid
67202,3421,Present,Casual
67203,3389,Absent,Sick
67204,3845,Present,Earned
67205,2244,Present,Unpaid
67206,505,Leave,None
67207,2106,Leave,Earned
67208,3330,Leave,Earned
67209,1838,Present,Unpaid
67210,1728,Present,Earned
67211,3883,Present,Earned
67212,976,Present,Sick
67213,3818,Leave,Earned
67214,1356,Leave,Earned
67215,1135,Absent,Unpaid
67216,165,Present,Sick
67217,2698,Absent,Sick
67218,656,Present,Unpaid
67219,3101,Present,Unpaid
67220,1729,Present,Unpaid
67221,2703,Present,Earned
67222,1511,Leave,Unpaid
67223,4219,Leave,None
67224,4007,Present,None
67225,2371,WFH,None
67226,4750,Present,Casual
67227,652,Present,Sick
67228,2178,Present,Casual
67229,1772,Leave,None
67230,1758,Present,None
67231,379,Present,Unpaid
67232,1194,Present,Earned
67233,2568,Present,Unpaid
67234,2744,Present,None
67235,1380,Leave,Unpaid
67236,1128,Leave,Earned
67237,4503,Present,Casual
67238,2898,Present,None
67239,3870,Leave,Unpaid
67240,4200,Present,Earned
67241,3635,Present,Sick
67242,4248,Leave,None
67243,2835,Present,None
67244,1428,Present,Sick
67245,183,Present,None
67246,4422,Leave,None
67247,3015,Present,None
67248,1681,Present,Earned
67249,833,Present,Earned
67250,3374,Present,Earned
67251,4686,Leave,Earned
67252,1407,Present,None
67253,462,Present,Casual
67254,2070,Present,Earned
67255,1365,Leave,Earned
67256,1361,WFH,Unpaid
67257,1694,Present,Sick
67258,3798,Present,Unpaid
67259,3728,Leave,Unpaid
67260,3629,Present,Unpaid
67261,2331,Leave,None
67262,4464,Present,Casual
67263,1967,Present,Earned
67264,1169,Present,Sick
67265,3179,Leave,None
67266,2369,Present,Earned
67267,2042,Present,None
67268,677,WFH,Casual
67269,3571,Present,Sick
67270,1494,Leave,Sick
67271,4939,Present,Unpaid
67272,1291,Present,None
67273,4876,Present,None
67274,1900,Present,Unpaid
67275,2990,Present,Casual
67276,2820,Present,None
67277,2828,Present,None
67278,2024,Leave,None
67279,4433,WFH,Casual
67280,2845,Leave,Sick
67281,1960,WFH,Sick
67282,1381,Leave,Unpaid
67283,1912,Present,None
67284,1093,WFH,Earned
67285,3438,Present,Sick
67286,2117,Present,None
67287,4689,Present,Casual
67288,2323,Present,Sick
67289,3833,Present,Sick
67290,2443,WFH,Casual
67291,722,WFH,Unpaid
67292,4514,Present,None
67293,4888,Present,Unpaid
67294,4929,Leave,Unpaid
67295,676,Present,Earned
67296,785,Present,None
67297,2610,Present,Unpaid
67298,2669,Present,None
67299,4898,Present,Sick
67300,2743,Leave,Casual
67301,2652,Present,None
67302,4938,Present,Earned
67303,342,Present,None
67304,3844,Leave,Casual
67305,4138,Leave,None
67306,214,Present,None
67307,3724,Absent,Earned
67308,3119,Present,Unpaid
67309,3813,Present,Casual
67310,1245,Present,None
67311,108,Present,Sick
67312,1395,Present,Sick
67313,2680,Present,None
67314,1992,Present,None
67315,146,Present,Casual
67316,4368,Present,Unpaid
67317,1863,Present,None
67318,596,Absent,None
67319,2861,Present,Casual
67320,724,Present,Earned
67321,2276,Leave,Casual
67322,2393,Leave,Casual
67323,3259,Present,Sick
67324,1372,Leave,Earned
67325,1500,Present,Casual
67326,1735,Present,Casual
67327,2439,Present,Earned
67328,1545,Present,Earned
67329,4583,Present,Earned
67330,4906,Present,Casual
67331,2833,Present,Casual
67332,3932,WFH,Casual
67333,309,Present,None
67334,4312,Present,Earned
67335,3168,Present,Unpaid
67336,3664,Present,Earned
67337,2946,Absent,Unpaid
67338,2348,Absent,Casual
67339,3122,Leave,Sick
67340,3257,Absent,None
67341,120,Present,Unpaid
67342,543,Present,Unpaid
67343,1827,Present,None
67344,2176,Leave,None
67345,3495,Present,None
67346,26,Present,Unpaid
67347,2848,Present,Unpaid
67348,924,Present,None
67349,4642,Present,None
67350,3332,Present,Sick
67351,3229,Present,Earned
67352,3289,Present,Sick
67353,998,Present,None
67354,4480,Absent,Unpaid
67355,1184,Leave,None
67356,4002,Leave,Sick
67357,1853,Present,Sick
67358,4669,WFH,Casual
67359,2633,Present,None
67360,2481,Leave,Unpaid
67361,865,Present,Unpaid
67362,1649,Absent,Casual
67363,1520,Present,None
67364,3617,WFH,Earned
67365,2365,Leave,Sick
67366,3877,Present,Earned
67367,2514,Present,Casual
67368,2899,Present,Earned
67369,1673,Present,None
67370,3797,Present,Unpaid
67371,1425,Leave,Sick
67372,323,Present,Casual
67373,1207,Present,Unpaid
67374,476,Leave,None
67375,3824,Present,Sick
67376,4895,Present,Casual
67377,567,Present,Earned
67378,198,Absent,Sick
67379,2678,Present,Casual
67380,1780,WFH,Earned
67381,3579,Present,None
67382,1463,Leave,Earned
67383,3313,Present,Sick
67384,3039,Leave,Unpaid
67385,3653,WFH,Sick
67386,4264,Present,None
67387,4162,WFH,Earned
67388,2580,Present,Unpaid
67389,3205,Present,Earned
67390,1768,Present,Sick
67391,3707,Present,Unpaid
67392,2432,Present,None
67393,461,Present,Sick
67394,1616,Present,None
67395,3357,Present,None
67396,4456,Present,Sick
67397,548,Present,Earned
67398,1002,Present,None
67399,1043,Present,Sick
67400,3497,Present,Casual
67401,3809,Present,Unpaid
67402,4970,Absent,Casual
67403,14,Present,Unpaid
67404,3548,Leave,Casual
67405,4079,Leave,Casual
67406,1395,Present,Sick
67407,3300,Present,None
67408,4266,Present,Earned
67409,2231,Present,Casual
67410,3032,Leave,Earned
67411,3144,Present,None
67412,4978,Present,Sick
67413,2003,Present,None
67414,751,Present,None
67415,551,Present,Unpaid
67416,1501,WFH,None
67417,153,Present,Sick
67418,2918,Present,Casual
67419,2604,Present,Earned
67420,113,Present,Casual
67421,4131,Present,Earned
67422,2004,Present,Casual
67423,1238,Present,None
67424,125,Leave,Earned
67425,2022,WFH,Casual
67426,301,Leave,Casual
67427,1798,Present,None
67428,2054,Present,Sick
67429,1512,Leave,Earned
67430,3259,Present,None
67431,157,Present,Casual
67432,795,Present,None
67433,4266,Present,Sick
67434,3012,Present,Casual
67435,232,Leave,Casual
67436,840,Present,None
67437,2348,Present,None
67438,373,WFH,Unpaid
67439,2301,Present,Unpaid
67440,2288,Present,Earned
67441,1194,Leave,Casual
67442,1566,Leave,None
67443,1524,Present,None
67444,3441,Present,Casual
67445,878,Absent,Earned
67446,3487,Present,Sick
67447,1332,Absent,Casual
67448,60,Present,Earned
67449,3798,Leave,Earned
67450,3014,Present,Earned
67451,4977,WFH,Casual
67452,3671,Present,Earned
67453,296,Absent,Sick
67454,3191,Present,None
67455,617,Present,None
67456,407,Present,Sick
67457,3130,Present,Earned
67458,4241,Present,Earned
67459,2465,Present,Unpaid
67460,4840,Present,Casual
67461,4780,Present,Earned
67462,631,Present,Unpaid
67463,1268,Present,Sick
67464,3827,Present,Casual
67465,3954,Present,Sick
67466,4204,WFH,Unpaid
67467,4162,Present,None
67468,2639,Present,Earned
67469,399,Present,Casual
67470,4946,Present,Earned
67471,553,Present,Casual
67472,1704,Present,Earned
67473,3238,Leave,Casual
67474,618,Present,None
67475,871,Present,None
67476,2344,Present,Casual
67477,3623,Present,Unpaid
67478,2526,Present,Sick
67479,4924,Leave,Earned
67480,2820,Leave,None
67481,571,Leave,Unpaid
67482,2555,WFH,Sick
67483,4533,Present,None
67484,4812,Leave,Earned
67485,3030,Present,Casual
67486,3336,Present,Casual
67487,1356,Present,Casual
67488,3782,Present,Sick
67489,1461,Leave,Casual
67490,3362,Present,Sick
67491,1647,Present,Unpaid
67492,2097,Present,None
67493,4411,Leave,Sick
67494,3584,Present,Unpaid
67495,4440,Present,Unpaid
67496,1786,Leave,Sick
67497,4804,Present,Casual
67498,2230,Present,Casual
67499,3857,Present,Unpaid
67500,3376,Present,Earned
67501,1411,Present,Sick
67502,3475,Present,Earned
67503,1551,Present,None
67504,609,Present,Earned
67505,852,Present,Earned
67506,4101,Present,Earned
67507,2750,Leave,Sick
67508,167,Present,Earned
67509,4135,Present,Sick
67510,2808,Leave,None
67511,4396,Present,Earned
67512,3819,Present,None
67513,4378,WFH,Unpaid
67514,1096,Present,Casual
67515,1579,Present,Unpaid
67516,1645,Present,Sick
67517,2269,Present,Sick
67518,497,Present,Unpaid
67519,4915,Absent,Casual
67520,2882,Present,Unpaid
67521,4384,Present,Sick
67522,4567,Present,Sick
67523,2191,WFH,Unpaid
67524,164,Present,None
67525,2252,Present,Sick
67526,1670,Present,Earned
67527,3608,Present,Sick
67528,49,Present,Casual
67529,2931,Present,Unpaid
67530,1302,Present,Sick
67531,1704,Present,Earned
67532,3084,Absent,None
67533,3768,Present,None
67534,1475,Present,None
67535,3912,Present,Casual
67536,3731,Present,None
67537,3904,Present,None
67538,4864,Present,Sick
67539,2577,Present,Casual
67540,699,Present,Casual
67541,4315,Present,Unpaid
67542,1371,Present,Unpaid
67543,4783,Present,None
67544,4038,Present,Unpaid
67545,152,Leave,Casual
67546,1689,Present,Earned
67547,1124,Present,Casual
67548,2761,Present,Unpaid
67549,2715,Leave,Earned
67550,2016,Present,Sick
67551,4921,Present,None
67552,4103,Present,Earned
67553,2200,Absent,None
67554,1112,Present,Earned
67555,1527,Present,Earned
67556,1833,Leave,Earned
67557,4766,Present,Sick
67558,2867,Present,Casual
67559,3268,Present,Earned
67560,1427,Present,Unpaid
67561,470,Present,Unpaid
67562,3527,Present,Unpaid
67563,367,Present,Unpaid
67564,212,Present,None
67565,1127,Present,None
67566,362,Present,Earned
67567,402,Leave,Sick
67568,3944,Present,Unpaid
67569,1921,Present,None
67570,743,Leave,Sick
67571,4643,Absent,Unpaid
67572,2140,Present,Sick
67573,2322,Present,Earned
67574,4846,Present,Sick
67575,1135,Present,Unpaid
67576,2891,Present,Casual
67577,867,Leave,None
67578,3978,Present,Unpaid
67579,3264,Present,None
67580,208,Present,None
67581,1092,Absent,Casual
67582,1517,Present,Earned
67583,586,Present,Earned
67584,4622,Leave,Casual
67585,666,Absent,Sick
67586,4553,Absent,Unpaid
67587,219,Present,None
67588,2986,Leave,Sick
67589,3343,Present,Sick
67590,3350,Present,None
67591,1614,Present,Sick
67592,4948,Present,Unpaid
67593,3930,Leave,Earned
67594,4749,Present,None
67595,733,Present,Casual
67596,4220,Present,Unpaid
67597,1360,Present,Earned
67598,1459,Leave,Unpaid
67599,3646,Present,Sick
67600,3016,Present,Earned
67601,3635,Present,Earned
67602,3845,Present,Casual
67603,47,Present,Unpaid
67604,4613,Leave,Casual
67605,3735,Absent,Unpaid
67606,2641,Leave,Sick
67607,3035,Present,Casual
67608,3980,Present,Earned
67609,2646,Leave,Earned
67610,324,Present,Sick
67611,4881,Present,Sick
67612,1154,Present,Casual
67613,2625,Present,None
67614,2931,Present,None
67615,3646,Present,Casual
67616,1303,Leave,Sick
67617,728,Leave,Sick
67618,3135,Present,Unpaid
67619,639,Present,Casual
67620,3227,WFH,Casual
67621,1196,Leave,Earned
67622,2359,Present,None
67623,1795,Present,Earned
67624,3166,Absent,Unpaid
67625,1684,Present,Casual
67626,195,Present,None
67627,4337,Leave,Unpaid
67628,2206,Present,Sick
67629,4094,WFH,Unpaid
67630,1511,Present,Casual
67631,3325,Leave,None
67632,324,Absent,Sick
67633,368,Present,Sick
67634,1995,Present,Casual
67635,1132,Present,Casual
67636,404,Present,Earned
67637,4851,Present,Casual
67638,3790,Present,Unpaid
67639,2589,Present,None
67640,2683,Present,None
67641,3531,Present,None
67642,4841,Leave,Earned
67643,4037,Leave,Unpaid
67644,2551,Present,Casual
67645,2767,WFH,None
67646,4178,Present,None
67647,2931,WFH,Earned
67648,2788,Leave,Casual
67649,1372,Present,Unpaid
67650,2432,Leave,Sick
67651,3984,Present,Casual
67652,3745,Present,None
67653,3546,Leave,Sick
67654,1338,Present,Sick
67655,3321,Present,Casual
67656,4517,Present,Casual
67657,4960,Absent,Unpaid
67658,638,Present,Casual
67659,4847,Leave,Sick
67660,685,Present,Earned
67661,104,Present,Unpaid
67662,525,Present,Casual
67663,928,Present,Earned
67664,2242,Present,Unpaid
67665,3380,Present,Casual
67666,2310,Absent,Sick
67667,1481,Present,Earned
67668,3619,Leave,Unpaid
67669,4863,Present,None
67670,3428,Present,Sick
67671,3138,Leave,Sick
67672,3285,WFH,None
67673,4424,WFH,Sick
67674,894,Present,Unpaid
67675,1148,Present,Unpaid
67676,2885,Present,Earned
67677,1074,Present,Earned
67678,1211,Absent,Earned
67679,828,Absent,Unpaid
67680,2446,Present,None
67681,3311,Present,None
67682,393,Present,Earned
67683,723,Leave,Earned
67684,3680,Present,Unpaid
67685,4363,Present,Earned
67686,809,Present,None
67687,1981,Present,Earned
67688,1279,Present,None
67689,3474,Present,Earned
67690,4334,Present,None
67691,1439,Leave,Casual
67692,1669,Absent,Unpaid
67693,664,Present,None
67694,3582,Present,Earned
67695,1800,Present,None
67696,2081,Present,Casual
67697,1412,Absent,Unpaid
67698,322,Present,Unpaid
67699,439,Leave,Earned
67700,3117,WFH,None
67701,557,Present,Casual
67702,440,Present,Unpaid
67703,4502,Present,Earned
67704,4979,Present,Sick
67705,4558,Present,Sick
67706,4428,Present,Casual
67707,2770,Present,None
67708,1623,Present,None
67709,1185,Present,Sick
67710,2779,Present,Earned
67711,1862,Present,Casual
67712,3404,Leave,None
67713,2340,Absent,Earned
67714,1157,Present,Earned
67715,154,Present,Earned
67716,4064,Present,None
67717,390,Present,Earned
67718,1829,Present,Casual
67719,1256,Present,Earned
67720,1320,Present,None
67721,3994,Absent,None
67722,1348,Leave,Casual
67723,1941,Leave,Casual
67724,3188,Present,Earned
67725,3653,Absent,None
67726,572,Present,Earned
67727,669,Present,Casual
67728,817,Present,Casual
67729,537,Present,Sick
67730,2323,Present,Unpaid
67731,4818,WFH,None
67732,3409,Present,Unpaid
67733,2211,Present,Casual
67734,3808,Present,Unpaid
67735,3358,Present,Casual
67736,1602,Present,Unpaid
67737,330,Present,Sick
67738,2659,Absent,Casual
67739,1268,Present,Casual
67740,3074,Present,None
67741,2607,Present,Sick
67742,4110,Absent,Unpaid
67743,510,Present,Unpaid
67744,1896,Present,Unpaid
67745,3795,Present,Earned
67746,3277,Present,Casual
67747,4125,WFH,Earned
67748,4198,Present,Sick
67749,2969,Leave,Sick
67750,117,Present,Casual
67751,3251,Present,Casual
67752,3547,Present,Casual
67753,2273,Present,Unpaid
67754,4027,Present,Sick
67755,971,Present,Unpaid
67756,4835,Present,None
67757,4506,Present,Earned
67758,1204,Present,None
67759,2353,Present,Casual
67760,204,Leave,None
67761,1019,Present,Casual
67762,2058,Leave,Sick
67763,3489,Present,Casual
67764,3834,Absent,Unpaid
67765,6,Present,None
67766,2018,Present,Unpaid
67767,320,Present,Casual
67768,3178,Present,Sick
67769,90,Present,Sick
67770,3584,Present,Earned
67771,403,Absent,Earned
67772,4615,Present,None
67773,4387,Present,Earned
67774,3057,Present,None
67775,3565,Leave,Earned
67776,3415,Leave,Earned
67777,961,Present,Casual
67778,3064,Present,Unpaid
67779,2418,Present,Earned
67780,2146,Present,Earned
67781,3456,Present,Earned
67782,1258,Present,Casual
67783,3697,Present,Sick
67784,154,Present,Unpaid
67785,1898,Present,None
67786,4676,Present,Unpaid
67787,4084,Present,None
67788,1518,Leave,Earned
67789,4718,Present,Earned
67790,2517,Leave,Earned
67791,956,Present,Earned
67792,2167,Present,None
67793,573,Present,Sick
67794,439,Present,Earned
67795,4299,Present,None
67796,3261,Present,Unpaid
67797,3639,Present,Casual
67798,2899,Present,Casual
67799,2285,Present,Unpaid
67800,2345,Leave,Sick
67801,4023,Present,None
67802,3519,Present,None
67803,3712,Present,Casual
67804,3530,Present,Earned
67805,1870,Present,Sick
67806,2797,Leave,Sick
67807,564,Present,None
67808,396,Present,Casual
67809,3700,Present,Sick
67810,289,Present,Earned
67811,2979,Present,Earned
67812,4434,Leave,None
67813,706,Absent,Sick
67814,199,Present,Sick
67815,3089,Present,None
67816,3632,Present,Unpaid
67817,4981,Present,Earned
67818,3925,Present,Unpaid
67819,2762,Present,None
67820,1205,Present,Earned
67821,1859,Present,Sick
67822,3323,Present,Sick
67823,4397,Present,None
67824,3247,Leave,Sick
67825,3874,Present,Unpaid
67826,2343,Leave,Sick
67827,3792,Present,Sick
67828,1279,Present,Casual
67829,2715,Present,Earned
67830,3348,Leave,Unpaid
67831,3953,Present,None
67832,4842,Present,Earned
67833,4579,Present,Unpaid
67834,4167,Present,Unpaid
67835,2091,Present,None
67836,1869,Absent,None
67837,3569,Present,Earned
67838,1583,Present,Unpaid
67839,976,Present,Earned
67840,3375,Present,None
67841,705,Present,Unpaid
67842,3826,Present,Earned
67843,170,Present,Sick
67844,4438,WFH,Unpaid
67845,2567,Present,Casual
67846,823,WFH,None
67847,2583,Present,Earned
67848,1538,Leave,Earned
67849,3558,Present,None
67850,4402,Leave,Casual
67851,1654,Present,Sick
67852,2928,Present,Earned
67853,607,Present,Unpaid
67854,4374,Present,None
67855,4879,Leave,Unpaid
67856,4436,Present,None
67857,240,Present,Unpaid
67858,4894,Present,Unpaid
67859,1176,WFH,Earned
67860,3284,Present,Sick
67861,228,Leave,Casual
67862,3951,Present,Unpaid
67863,1089,Present,None
67864,280,WFH,None
67865,1168,Absent,Unpaid
67866,4054,Present,Unpaid
67867,1146,Leave,Earned
67868,3614,Present,None
67869,2752,Present,Sick
67870,2862,Present,None
67871,3393,Absent,Earned
67872,771,Present,Unpaid
67873,1833,Present,Casual
67874,3368,Absent,None
67875,2221,Present,Sick
67876,3989,Leave,Sick
67877,3299,Present,None
67878,23,Absent,Unpaid
67879,3907,Present,Casual
67880,3352,Present,Sick
67881,2396,WFH,Sick
67882,3104,Present,Unpaid
67883,3229,Leave,Earned
67884,2086,Present,None
67885,2785,Leave,Unpaid
67886,1111,Present,None
67887,2469,Leave,None
67888,644,Present,Sick
67889,2263,Present,Unpaid
67890,4411,Present,Earned
67891,2252,Present,None
67892,1978,Leave,Casual
67893,730,Present,Unpaid
67894,1261,Present,Unpaid
67895,45,Present,Unpaid
67896,1710,Present,None
67897,274,Present,Sick
67898,808,Present,Earned
67899,593,Present,None
67900,2338,Present,Casual
67901,2266,Present,Casual
67902,4845,Present,Earned
67903,3308,Leave,Earned
67904,4175,Present,Earned
67905,4540,Present,Sick
67906,2188,Leave,Earned
67907,46,WFH,Casual
67908,2724,Present,Unpaid
67909,1955,Present,Sick
67910,2140,Present,Casual
67911,451,Leave,Earned
67912,1050,Present,Casual
67913,3741,Present,Casual
67914,3271,Present,Unpaid
67915,4696,Leave,Sick
67916,3186,Leave,Casual
67917,3721,Present,Sick
67918,732,Present,Casual
67919,3010,WFH,Unpaid
67920,4936,Leave,Sick
67921,1609,Present,Casual
67922,4916,Present,None
67923,2964,Present,Earned
67924,4038,Present,Earned
67925,1622,Present,Casual
67926,3002,Present,Earned
67927,3601,Present,Earned
67928,1278,Present,Sick
67929,1187,Present,None
67930,723,Present,Unpaid
67931,3113,Present,Casual
67932,3151,Present,Sick
67933,4540,Absent,Earned
67934,235,Present,Earned
67935,1498,WFH,Earned
67936,3043,Present,None
67937,4061,Present,None
67938,3934,Leave,Unpaid
67939,3943,WFH,Sick
67940,4822,Present,Unpaid
67941,1876,Present,None
67942,1142,Present,Unpaid
67943,673,Present,None
67944,654,Present,Casual
67945,2956,Leave,Casual
67946,3814,Present,Casual
67947,932,Present,Earned
67948,2648,Present,Earned
67949,752,Absent,None
67950,3988,Present,Sick
67951,4831,Leave,Sick
67952,4044,Present,None
67953,3674,WFH,Unpaid
67954,531,Leave,Earned
67955,497,Present,Earned
67956,3070,Present,Casual
67957,1169,Present,Unpaid
67958,318,Present,None
67959,3611,Leave,Casual
67960,183,Present,Unpaid
67961,3620,Present,Casual
67962,3750,Present,Unpaid
67963,1287,Present,None
67964,2997,Present,None
67965,636,Present,Earned
67966,2846,Present,None
67967,1487,Present,Casual
67968,3162,Present,Earned
