employee_id,employee_name,department,facility_id,designation,status
2440,Employee-2440,HR,27,L4,Active
2441,Employee-2441,Finance,28,L1,Active
2442,Employee-2442,Support,17,Senior Manager,Active
2443,Employee-2443,Operations,46,Manager,Active
2444,Employee-2444,Sales,50,L3,Inactive
2445,Employee-2445,HR,2,L2,Active
2446,Employee-2446,Finance,36,L1,Active
2447,Employee-2447,Support,50,Manager,Active
2448,Employee-2448,Support,7,L4,Active
2449,Employee-2449,HR,13,L3,Active
2450,Employee-2450,Operations,15,L2,Active
2451,Employee-2451,HR,25,L1,Active
2452,Employee-2452,Support,23,L4,Active
2453,Employee-2453,IT,22,L2,Active
2454,Employee-2454,Finance,26,Senior Manager,Active
2455,Employee-2455,HR,33,Manager,Inactive
2456,Employee-2456,Support,11,Senior Manager,Active
2457,Employee-2457,Operations,10,Manager,Active
2458,Employee-2458,Support,25,L4,Active
2459,Employee-2459,Operations,37,Senior Manager,Inactive
2460,Employee-2460,HR,48,Manager,Active
2461,Employee-2461,Operations,43,L3,Active
2462,Employee-2462,Sales,38,L4,Active
2463,Employee-2463,Sales,41,Manager,Active
2464,Employee-2464,Sales,45,L1,Active
2465,Employee-2465,IT,24,Manager,Inactive
2466,Employee-2466,HR,40,Senior Manager,Active
2467,Employee-2467,Support,46,L3,Active
2468,Employee-2468,Support,33,L2,Active
2469,Employee-2469,IT,17,L2,Active
2470,Employee-2470,Operations,24,Manager,Active
2471,Employee-2471,IT,37,L2,Active
2472,Employee-2472,Operations,2,Manager,Active
2473,Employee-2473,Operations,32,L3,Active
2474,Employee-2474,Finance,24,L2,Active
2475,Employee-2475,Support,9,Senior Manager,Active
2476,Employee-2476,Sales,4,Senior Manager,Active
2477,Employee-2477,Operations,17,L1,Active
2478,Employee-2478,Finance,17,Manager,Active
2479,Employee-2479,Support,50,L2,Active
2480,Employee-2480,Sales,48,Senior Manager,Active
2481,Employee-2481,Operations,30,L3,Inactive
2482,Employee-2482,Operations,40,L3,Active
2483,Employee-2483,IT,11,L1,Active
2484,Employee-2484,IT,21,L3,Active
2485,Employee-2485,Support,21,L3,Active
2486,Employee-2486,Sales,18,L2,Active
2487,Employee-2487,Operations,29,Manager,Active
2488,Employee-2488,Support,24,L4,Active
2489,Employee-2489,Support,10,L3,Active
2490,Employee-2490,HR,45,L3,Active
2491,Employee-2491,IT,17,L4,Active
2492,Employee-2492,Sales,18,L3,Active
2493,Employee-2493,Operations,42,L2,Active
2494,Employee-2494,Support,48,L2,Active
2495,Employee-2495,Operations,20,L4,Active
2496,Employee-2496,HR,37,Senior Manager,Active
2497,Employee-2497,Sales,45,L3,Active
2498,Employee-2498,Support,18,Senior Manager,Active
2499,Employee-2499,Operations,17,L3,Active
2500,Employee-2500,IT,9,Manager,Inactive
2501,Employee-2501,HR,14,L3,Active
2502,Employee-2502,Sales,49,L2,Active
2503,Employee-2503,HR,29,L1,Active
2504,Employee-2504,IT,31,L1,Active
2505,Employee-2505,Sales,4,L1,Active
2506,Employee-2506,HR,18,L1,Active
2507,Employee-2507,Finance,20,Senior Manager,Active
2508,Employee-2508,IT,47,Senior Manager,Active
2509,Employee-2509,IT,43,L3,Active
2510,Employee-2510,IT,44,Senior Manager,Active
2511,Employee-2511,Finance,9,L3,Active
2512,Employee-2512,Finance,13,Manager,Active
2513,Employee-2513,Operations,15,L3,Active
2514,Employee-2514,Support,27,L1,Inactive
2515,Employee-2515,HR,15,L4,Active
2516,Employee-2516,Operations,28,L4,Active
2517,Employee-2517,HR,37,L2,Active
2518,Employee-2518,Support,19,L2,Active
2519,Employee-2519,Finance,26,L3,Active
2520,Employee-2520,Support,26,L4,Active
2521,Employee-2521,Finance,25,L1,Active
2522,Employee-2522,Support,26,Senior Manager,Active
2523,Employee-2523,Operations,26,L1,Active
2524,Employee-2524,Sales,46,L1,Active
2525,Employee-2525,Operations,28,L3,Active
2526,Employee-2526,HR,49,L3,Active
2527,Employee-2527,Operations,18,Manager,Active
2528,Employee-2528,IT,32,L1,Active
2529,Employee-2529,HR,3,L1,Active
2530,Employee-2530,Support,2,L3,Inactive
2531,Employee-2531,HR,33,L3,Active
2532,Employee-2532,Sales,42,Manager,Inactive
2533,Employee-2533,Finance,19,Manager,Active
2534,Employee-2534,Support,17,L2,Active
2535,Employee-2535,HR,44,L4,Active
2536,Employee-2536,Support,33,L1,Active
2537,Employee-2537,Support,12,L1,Active
2538,Employee-2538,Support,49,Manager,Active
2539,Employee-2539,Finance,3,Manager,Active
2540,Employee-2540,Operations,43,L2,Active
2541,Employee-2541,Support,49,L4,Active
2542,Employee-2542,IT,26,L2,Active
2543,Employee-2543,Sales,35,L4,Active
2544,Employee-2544,Finance,8,Senior Manager,Active
2545,Employee-2545,HR,36,L1,Active
2546,Employee-2546,Finance,7,L2,Active
2547,Employee-2547,HR,46,Manager,Active
2548,Employee-2548,Finance,46,L2,Active
2549,Employee-2549,HR,36,Senior Manager,Active
2550,Employee-2550,Support,16,L2,Active
2551,Employee-2551,Operations,24,L1,Inactive
2552,Employee-2552,HR,1,Senior Manager,Active
2553,Employee-2553,HR,49,Manager,Active
2554,Employee-2554,IT,25,Manager,Active
2555,Employee-2555,HR,10,L3,Active
2556,Employee-2556,IT,16,Senior Manager,Active
2557,Employee-2557,Sales,16,L3,Active
2558,Employee-2558,Support,8,L3,Active
2559,Employee-2559,IT,29,L1,Active
2560,Employee-2560,Operations,39,L2,Active
2561,Employee-2561,Support,28,Manager,Active
2562,Employee-2562,IT,6,Manager,Active
2563,Employee-2563,Support,16,L2,Active
2564,Employee-2564,Support,20,Manager,Active
2565,Employee-2565,Support,16,L2,Active
2566,Employee-2566,Sales,7,Senior Manager,Active
2567,Employee-2567,Operations,41,L1,Active
2568,Employee-2568,Finance,14,L1,Active
2569,Employee-2569,Finance,43,L1,Active
2570,Employee-2570,IT,26,L2,Active
2571,Employee-2571,Support,26,L2,Active
2572,Employee-2572,IT,14,L4,Active
2573,Employee-2573,Sales,7,Manager,Active
2574,Employee-2574,Sales,33,Manager,Active
2575,Employee-2575,HR,26,L4,Active
2576,Employee-2576,Sales,45,L4,Active
2577,Employee-2577,HR,20,L1,Active
2578,Employee-2578,Operations,3,L4,Active
2579,Employee-2579,IT,4,L2,Active
2580,Employee-2580,Operations,26,L3,Active
2581,Employee-2581,Sales,11,L2,Active
2582,Employee-2582,Operations,2,L4,Active
2583,Employee-2583,Operations,14,Manager,Active
2584,Employee-2584,Operations,44,L2,Active
2585,Employee-2585,Sales,30,Manager,Active
2586,Employee-2586,Support,49,L2,Active
2587,Employee-2587,Operations,12,Manager,Active
2588,Employee-2588,HR,26,Senior Manager,Active
2589,Employee-2589,Sales,44,L2,Active
2590,Employee-2590,Operations,33,Manager,Active
2591,Employee-2591,Support,13,L3,Active
2592,Employee-2592,Sales,14,L1,Active
2593,Employee-2593,Finance,24,L2,Active
2594,Employee-2594,Support,34,L3,Active
2595,Employee-2595,HR,44,L1,Active
2596,Employee-2596,Operations,26,L2,Active
2597,Employee-2597,Finance,21,L3,Active
2598,Employee-2598,Finance,28,L3,Inactive
2599,Employee-2599,Sales,48,Senior Manager,Active
2600,Employee-2600,Finance,36,L3,Active
2601,Employee-2601,HR,40,Senior Manager,Active
2602,Employee-2602,HR,2,L4,Active
2603,Employee-2603,IT,42,Manager,Active
2604,Employee-2604,HR,9,L1,Active
2605,Employee-2605,Support,23,Manager,Active
2606,Employee-2606,Finance,15,Manager,Active
2607,Employee-2607,HR,13,Senior Manager,Active
2608,Employee-2608,Sales,23,Manager,Active
2609,Employee-2609,IT,17,L3,Active
2610,Employee-2610,Finance,48,Senior Manager,Active
2611,Employee-2611,IT,2,Manager,Active
2612,Employee-2612,Finance,20,Senior Manager,Active
2613,Employee-2613,Sales,20,L4,Active
2614,Employee-2614,IT,46,Senior Manager,Active
2615,Employee-2615,Operations,3,L2,Active
2616,Employee-2616,Support,12,L3,Active
2617,Employee-2617,Support,40,L1,Active
2618,Employee-2618,Finance,2,L2,Active
2619,Employee-2619,Operations,36,L2,Active
2620,Employee-2620,IT,14,L2,Inactive
2621,Employee-2621,Operations,16,Manager,Active
2622,Employee-2622,Operations,19,Senior Manager,Active
2623,Employee-2623,IT,34,Senior Manager,Active
2624,Employee-2624,Sales,44,Manager,Active
2625,Employee-2625,Operations,46,L3,Active
2626,Employee-2626,Operations,6,Manager,Active
2627,Employee-2627,Sales,13,Manager,Active
2628,Employee-2628,Operations,36,Manager,Active
2629,Employee-2629,Operations,22,L3,Active
2630,Employee-2630,Operations,18,L3,Active
2631,Employee-2631,Support,12,L4,Active
2632,Employee-2632,HR,30,L4,Active
2633,Employee-2633,Sales,40,L4,Active
2634,Employee-2634,Operations,7,L4,Active
2635,Employee-2635,Support,32,Senior Manager,Active
2636,Employee-2636,Sales,48,L2,Active
2637,Employee-2637,Finance,19,L2,Active
2638,Employee-2638,Finance,6,L4,Active
2639,Employee-2639,Operations,20,L4,Active
2640,Employee-2640,Support,27,L1,Active
2641,Employee-2641,Support,43,L2,Active
2642,Employee-2642,Sales,37,L1,Active
2643,Employee-2643,Sales,48,L1,Active
2644,Employee-2644,Support,7,Manager,Active
2645,Employee-2645,Sales,5,Senior Manager,Active
2646,Employee-2646,Support,11,L3,Active
2647,Employee-2647,HR,15,L2,Active
2648,Employee-2648,Support,3,L4,Active
2649,Employee-2649,Finance,5,L4,Active
2650,Employee-2650,Sales,23,L3,Active
2651,Employee-2651,Support,37,L2,Active
2652,Employee-2652,Support,9,L4,Active
2653,Employee-2653,Sales,15,L4,Active
2654,Employee-2654,HR,3,Manager,Active
2655,Employee-2655,HR,29,L1,Active
2656,Employee-2656,Sales,6,L4,Active
2657,Employee-2657,IT,17,Senior Manager,Active
2658,Employee-2658,Sales,26,L2,Active
2659,Employee-2659,Sales,21,Senior Manager,Active
2660,Employee-2660,HR,8,L3,Active
2661,Employee-2661,HR,21,Manager,Active
2662,Employee-2662,Sales,11,L2,Active
2663,Employee-2663,Sales,38,Manager,Active
2664,Employee-2664,Sales,8,L1,Active
2665,Employee-2665,HR,42,L4,Active
2666,Employee-2666,Sales,24,L2,Active
2667,Employee-2667,Sales,35,L3,Active
2668,Employee-2668,Operations,14,L1,Active
2669,Employee-2669,IT,14,L1,Active
2670,Employee-2670,Finance,10,Manager,Active
2671,Employee-2671,IT,12,L1,Active
2672,Employee-2672,Operations,38,L2,Active
2673,Employee-2673,Finance,44,Manager,Active
2674,Employee-2674,Sales,46,L1,Active
2675,Employee-2675,Operations,34,L3,Inactive
2676,Employee-2676,Sales,41,Senior Manager,Active
2677,Employee-2677,HR,10,L2,Active
2678,Employee-2678,Support,17,L3,Active
2679,Employee-2679,Operations,17,L3,Active
2680,Employee-2680,HR,3,Manager,Active
2681,Employee-2681,Operations,31,L4,Active
2682,Employee-2682,Operations,1,Manager,Active
2683,Employee-2683,HR,12,L2,Active
2684,Employee-2684,Finance,39,L2,Active
2685,Employee-2685,IT,4,Manager,Active
2686,Employee-2686,Sales,42,L4,Active
2687,Employee-2687,Operations,13,Manager,Inactive
2688,Employee-2688,Sales,34,L2,Active
2689,Employee-2689,Support,42,L4,Active
2690,Employee-2690,HR,21,L2,Active
2691,Employee-2691,Sales,22,L4,Inactive
2692,Employee-2692,HR,4,L4,Active
2693,Employee-2693,Sales,18,Manager,Active
2694,Employee-2694,IT,5,Manager,Active
2695,Employee-2695,IT,19,Manager,Active
2696,Employee-2696,IT,2,L4,Active
2697,Employee-2697,IT,12,L4,Active
2698,Employee-2698,IT,17,L2,Active
2699,Employee-2699,IT,10,L3,Active
2700,Employee-2700,HR,34,Manager,Active
2701,Employee-2701,Operations,6,Senior Manager,Active
2702,Employee-2702,Sales,8,L2,Active
2703,Employee-2703,IT,11,L2,Active
2704,Employee-2704,HR,12,L1,Active
2705,Employee-2705,HR,9,Manager,Active
2706,Employee-2706,HR,2,L2,Active
2707,Employee-2707,Operations,8,L1,Active
2708,Employee-2708,Sales,11,Senior Manager,Active
2709,Employee-2709,Operations,36,Senior Manager,Active
2710,Employee-2710,Finance,10,Manager,Active
2711,Employee-2711,HR,21,L4,Active
2712,Employee-2712,Finance,20,L1,Active
2713,Employee-2713,Support,48,L4,Active
2714,Employee-2714,IT,8,Senior Manager,Inactive
2715,Employee-2715,IT,36,Senior Manager,Active
2716,Employee-2716,Operations,29,L3,Active
2717,Employee-2717,Sales,42,L3,Active
2718,Employee-2718,Finance,12,L3,Active
2719,Employee-2719,Sales,14,L3,Active
2720,Employee-2720,Operations,48,L2,Active
2721,Employee-2721,IT,50,L3,Active
2722,Employee-2722,Sales,21,L2,Active
2723,Employee-2723,Sales,22,L2,Active
2724,Employee-2724,IT,21,Manager,Active
2725,Employee-2725,Finance,44,L2,Active
2726,Employee-2726,IT,50,L2,Active
2727,Employee-2727,Sales,30,L3,Active
2728,Employee-2728,Finance,39,L2,Active
2729,Employee-2729,Finance,20,L4,Active
2730,Employee-2730,IT,24,L3,Active
2731,Employee-2731,Sales,23,L1,Active
2732,Employee-2732,Operations,7,L3,Active
2733,Employee-2733,Sales,9,L2,Active
2734,Employee-2734,HR,1,L4,Active
2735,Employee-2735,Support,26,L3,Active
2736,Employee-2736,Operations,38,L4,Active
2737,Employee-2737,Finance,38,L1,Active
2738,Employee-2738,Operations,44,Senior Manager,Active
2739,Employee-2739,Finance,22,L1,Active
2740,Employee-2740,Finance,44,Senior Manager,Active
2741,Employee-2741,Operations,10,Manager,Active
2742,Employee-2742,Finance,6,Senior Manager,Active
2743,Employee-2743,Finance,17,Manager,Active
2744,Employee-2744,HR,50,L3,Active
2745,Employee-2745,Sales,38,Manager,Active
2746,Employee-2746,Sales,24,L4,Active
2747,Employee-2747,Support,10,Manager,Active
2748,Employee-2748,Support,8,L4,Active
2749,Employee-2749,HR,21,Senior Manager,Active
2750,Employee-2750,Support,6,Senior Manager,Active
2751,Employee-2751,Operations,21,Senior Manager,Active
2752,Employee-2752,IT,39,Manager,Active
2753,Employee-2753,IT,24,Senior Manager,Active
2754,Employee-2754,IT,33,Manager,Active
2755,Employee-2755,HR,18,Manager,Active
2756,Employee-2756,HR,28,L2,Active
2757,Employee-2757,Finance,32,L2,Active
2758,Employee-2758,IT,12,Manager,Active
2759,Employee-2759,Operations,48,L4,Active
2760,Employee-2760,Support,42,L3,Active
2761,Employee-2761,Operations,27,L1,Active
2762,Employee-2762,Support,10,L2,Active
2763,Employee-2763,IT,46,Manager,Active
2764,Employee-2764,IT,42,L1,Active
2765,Employee-2765,IT,32,L2,Active
2766,Employee-2766,HR,42,L3,Active
2767,Employee-2767,Support,26,L4,Active
2768,Employee-2768,HR,25,Manager,Active
2769,Employee-2769,HR,11,L3,Active
2770,Employee-2770,Sales,23,L2,Active
2771,Employee-2771,Operations,34,Manager,Active
2772,Employee-2772,Operations,40,L1,Active
2773,Employee-2773,Finance,23,Senior Manager,Active
2774,Employee-2774,HR,29,L4,Active
2775,Employee-2775,Support,31,L2,Inactive
2776,Employee-2776,Sales,7,L4,Active
2777,Employee-2777,Sales,40,Manager,Active
2778,Employee-2778,Operations,33,Senior Manager,Active
2779,Employee-2779,HR,21,L3,Active
2780,Employee-2780,Finance,2,L4,Active
2781,Employee-2781,HR,18,L1,Active
2782,Employee-2782,IT,47,L2,Active
2783,Employee-2783,HR,33,L1,Active
2784,Employee-2784,IT,37,L4,Active
2785,Employee-2785,IT,34,Senior Manager,Active
2786,Employee-2786,Finance,20,L3,Active
2787,Employee-2787,Support,35,L3,Active
2788,Employee-2788,Operations,50,L1,Active
2789,Employee-2789,HR,18,Manager,Active
2790,Employee-2790,IT,46,Manager,Active
2791,Employee-2791,HR,24,Senior Manager,Active
2792,Employee-2792,Support,8,L3,Active
2793,Employee-2793,Operations,30,L1,Active
2794,Employee-2794,Support,44,L1,Active
2795,Employee-2795,Operations,10,L1,Active
2796,Employee-2796,Sales,23,L4,Active
2797,Employee-2797,Operations,49,Senior Manager,Active
2798,Employee-2798,Finance,11,Manager,Active
2799,Employee-2799,Support,2,Manager,Active
2800,Employee-2800,IT,26,L4,Active
2801,Employee-2801,Sales,36,L2,Inactive
2802,Employee-2802,Finance,33,L4,Active
2803,Employee-2803,HR,47,Senior Manager,Active
2804,Employee-2804,Support,13,L1,Active
2805,Employee-2805,IT,40,L4,Active
2806,Employee-2806,Operations,25,L1,Active
2807,Employee-2807,IT,4,Senior Manager,Active
2808,Employee-2808,HR,42,Senior Manager,Active
2809,Employee-2809,Sales,19,L3,Active
2810,Employee-2810,Sales,18,L1,Active
2811,Employee-2811,Support,37,Manager,Active
2812,Employee-2812,Sales,30,L4,Active
2813,Employee-2813,Support,19,Senior Manager,Active
2814,Employee-2814,Support,23,L1,Active
2815,Employee-2815,Support,16,L2,Active
2816,Employee-2816,Operations,1,L3,Active
2817,Employee-2817,Finance,12,L2,Active
2818,Employee-2818,Support,24,Senior Manager,Active
2819,Employee-2819,Support,34,L2,Active
2820,Employee-2820,Finance,8,L2,Active
2821,Employee-2821,IT,18,L3,Active
2822,Employee-2822,Support,48,L3,Active
2823,Employee-2823,Operations,5,L3,Active
2824,Employee-2824,Sales,26,L3,Active
2825,Employee-2825,Sales,30,L2,Active
2826,Employee-2826,HR,13,Manager,Active
2827,Employee-2827,HR,19,Manager,Active
2828,Employee-2828,Sales,29,L3,Active
2829,Employee-2829,Sales,3,L4,Active
2830,Employee-2830,Operations,26,L1,Active
2831,Employee-2831,Finance,40,Senior Manager,Active
2832,Employee-2832,HR,12,L4,Active
2833,Employee-2833,Finance,2,Senior Manager,Active
2834,Employee-2834,Operations,11,L4,Active
2835,Employee-2835,Sales,44,L4,Active
2836,Employee-2836,Support,28,Manager,Active
2837,Employee-2837,Finance,18,L1,Active
2838,Employee-2838,Sales,13,L4,Active
2839,Employee-2839,Sales,37,L3,Active
2840,Employee-2840,IT,22,Senior Manager,Active
2841,Employee-2841,Finance,12,Manager,Active
2842,Employee-2842,Support,2,Senior Manager,Active
2843,Employee-2843,Finance,37,L3,Active
2844,Employee-2844,Sales,7,L3,Active
2845,Employee-2845,Support,26,L4,Active
2846,Employee-2846,Operations,26,L3,Active
2847,Employee-2847,IT,24,L1,Active
2848,Employee-2848,Sales,12,L3,Active
2849,Employee-2849,HR,16,L4,Active
2850,Employee-2850,HR,23,Senior Manager,Active
2851,Employee-2851,IT,40,L3,Active
2852,Employee-2852,Operations,9,Manager,Inactive
2853,Employee-2853,Sales,32,Manager,Active
2854,Employee-2854,Finance,15,Manager,Active
2855,Employee-2855,IT,37,Senior Manager,Active
2856,Employee-2856,Operations,13,L2,Active
2857,Employee-2857,Finance,5,Manager,Active
2858,Employee-2858,HR,11,Manager,Active
2859,Employee-2859,HR,10,L2,Active
2860,Employee-2860,Finance,13,Senior Manager,Active
2861,Employee-2861,IT,41,Manager,Active
2862,Employee-2862,HR,46,L4,Active
2863,Employee-2863,Sales,50,Senior Manager,Active
2864,Employee-2864,Support,15,Manager,Active
2865,Employee-2865,Finance,42,Manager,Active
2866,Employee-2866,Finance,7,L2,Active
2867,Employee-2867,HR,40,L4,Active
2868,Employee-2868,IT,28,Senior Manager,Active
2869,Employee-2869,Sales,32,L3,Active
2870,Employee-2870,IT,35,L1,Active
2871,Employee-2871,Operations,15,L4,Active
2872,Employee-2872,Operations,48,L3,Active
2873,Employee-2873,Support,36,L4,Active
2874,Employee-2874,HR,21,L3,Active
2875,Employee-2875,HR,6,L3,Active
2876,Employee-2876,HR,1,L4,Active
2877,Employee-2877,Support,4,L2,Active
2878,Employee-2878,Operations,11,L4,Active
2879,Employee-2879,IT,44,L4,Active
2880,Employee-2880,Support,26,L3,Active
2881,Employee-2881,Support,37,L1,Active
2882,Employee-2882,IT,23,L3,Active
2883,Employee-2883,HR,29,Manager,Active
2884,Employee-2884,Sales,21,L4,Active
2885,Employee-2885,IT,48,Senior Manager,Active
2886,Employee-2886,Operations,45,L4,Active
2887,Employee-2887,Finance,45,L2,Active
2888,Employee-2888,Finance,49,Senior Manager,Active
2889,Employee-2889,Support,27,L3,Active
2890,Employee-2890,Finance,39,L2,Active
2891,Employee-2891,Sales,40,L4,Active
2892,Employee-2892,HR,13,L3,Active
2893,Employee-2893,Operations,23,L3,Active
2894,Employee-2894,Sales,16,Manager,Inactive
2895,Employee-2895,Operations,30,Manager,Active
2896,Employee-2896,Operations,4,L1,Active
2897,Employee-2897,HR,40,Manager,Active
2898,Employee-2898,Support,16,Senior Manager,Inactive
2899,Employee-2899,Finance,31,L3,Active
2900,Employee-2900,HR,42,Manager,Active
2901,Employee-2901,Sales,25,L1,Active
2902,Employee-2902,Support,44,L4,Active
2903,Employee-2903,Sales,12,Senior Manager,Active
2904,Employee-2904,Support,26,Manager,Active
2905,Employee-2905,Sales,37,L3,Active
2906,Employee-2906,HR,48,L4,Active
2907,Employee-2907,Support,33,L3,Active
2908,Employee-2908,Support,28,L4,Active
2909,Employee-2909,Operations,9,Senior Manager,Active
2910,Employee-2910,Operations,12,L3,Active
2911,Employee-2911,IT,5,Manager,Active
2912,Employee-2912,Sales,28,Manager,Active
2913,Employee-2913,Operations,35,L1,Active
2914,Employee-2914,IT,5,L4,Active
2915,Employee-2915,Operations,34,L1,Active
2916,Employee-2916,Sales,46,L2,Active
2917,Employee-2917,Support,34,Manager,Active
2918,Employee-2918,Finance,13,L4,Active
2919,Employee-2919,Sales,39,Senior Manager,Active
2920,Employee-2920,HR,42,L1,Active
2921,Employee-2921,Operations,45,Senior Manager,Active
2922,Employee-2922,Operations,48,Senior Manager,Active
2923,Employee-2923,Support,14,Senior Manager,Active
2924,Employee-2924,HR,11,L1,Active
2925,Employee-2925,Support,42,L2,Active
2926,Employee-2926,HR,38,L1,Inactive
2927,Employee-2927,Finance,4,L3,Active
2928,Employee-2928,Operations,33,Manager,Active
2929,Employee-2929,Operations,7,L1,Active
2930,Employee-2930,Finance,41,L1,Active
2931,Employee-2931,IT,8,L2,Active
2932,Employee-2932,Support,37,L3,Active
2933,Employee-2933,Finance,10,L1,Active
2934,Employee-2934,Support,43,Manager,Active
2935,Employee-2935,Sales,15,Manager,Active
2936,Employee-2936,Operations,38,L1,Active
2937,Employee-2937,Support,15,Senior Manager,Active
2938,Employee-2938,HR,5,Senior Manager,Active
2939,Employee-2939,Support,29,L3,Active
2940,Employee-2940,Sales,19,Manager,Active
2941,Employee-2941,Operations,10,Senior Manager,Active
2942,Employee-2942,Finance,12,Manager,Active
2943,Employee-2943,Sales,4,L3,Active
2944,Employee-2944,Operations,31,L3,Active
2945,Employee-2945,Support,18,Senior Manager,Active
2946,Employee-2946,IT,16,L1,Active
2947,Employee-2947,IT,40,L4,Active
2948,Employee-2948,HR,36,L2,Active
2949,Employee-2949,Operations,25,L4,Active
2950,Employee-2950,IT,23,L4,Active
2951,Employee-2951,Finance,12,Manager,Inactive
2952,Employee-2952,Operations,34,L3,Active
2953,Employee-2953,Finance,36,Manager,Active
2954,Employee-2954,Finance,37,Senior Manager,Active
2955,Employee-2955,IT,3,L2,Active
2956,Employee-2956,Operations,9,Senior Manager,Active
2957,Employee-2957,Support,18,L1,Active
2958,Employee-2958,Sales,43,L2,Active
2959,Employee-2959,IT,35,Manager,Active
2960,Employee-2960,IT,34,Manager,Active
2961,Employee-2961,Support,41,Senior Manager,Active
2962,Employee-2962,Operations,14,Manager,Active
2963,Employee-2963,Operations,4,Manager,Active
2964,Employee-2964,Finance,29,L4,Active
2965,Employee-2965,Support,41,L1,Active
2966,Employee-2966,Support,45,L4,Active
2967,Employee-2967,Operations,50,Manager,Active
2968,Employee-2968,Finance,15,L3,Active
2969,Employee-2969,IT,28,L4,Active
2970,Employee-2970,HR,42,Manager,Active
2971,Employee-2971,Sales,16,Manager,Active
2972,Employee-2972,IT,12,L1,Active
2973,Employee-2973,Operations,5,Senior Manager,Active
2974,Employee-2974,Sales,34,L2,Active
2975,Employee-2975,HR,42,L4,Inactive
2976,Employee-2976,HR,1,L4,Active
2977,Employee-2977,Finance,39,L4,Inactive
2978,Employee-2978,Sales,32,Manager,Active
2979,Employee-2979,Finance,26,L1,Active
2980,Employee-2980,IT,17,Manager,Active
2981,Employee-2981,Support,48,Manager,Active
2982,Employee-2982,Support,27,Senior Manager,Active
2983,Employee-2983,Support,24,L3,Active
2984,Employee-2984,Sales,35,L1,Active
2985,Employee-2985,Support,46,L4,Inactive
2986,Employee-2986,IT,42,L2,Active
2987,Employee-2987,Finance,39,L4,Active
2988,Employee-2988,Sales,26,Manager,Active
2989,Employee-2989,Finance,49,L1,Active
2990,Employee-2990,Sales,38,L1,Active
2991,Employee-2991,Finance,23,L1,Active
2992,Employee-2992,HR,22,L3,Active
2993,Employee-2993,Finance,4,L4,Active
2994,Employee-2994,Support,49,L3,Active
2995,Employee-2995,HR,9,Senior Manager,Active
2996,Employee-2996,Finance,4,L2,Active
2997,Employee-2997,Sales,7,Senior Manager,Active
2998,Employee-2998,Sales,23,Manager,Inactive
2999,Employee-2999,Sales,2,L3,Active
3000,Employee-3000,Operations,49,L3,Active
3001,Employee-3001,IT,24,Senior Manager,Active
3002,Employee-3002,Sales,40,Manager,Active
3003,Employee-3003,HR,31,L1,Inactive
3004,Employee-3004,Sales,47,Manager,Active
3005,Employee-3005,Operations,31,L4,Active
3006,Employee-3006,Support,47,Senior Manager,Inactive
3007,Employee-3007,HR,40,Manager,Active
3008,Employee-3008,Operations,48,L1,Active
3009,Employee-3009,Support,43,Manager,Active
3010,Employee-3010,HR,34,L3,Active
3011,Employee-3011,Finance,24,L2,Active
3012,Employee-3012,IT,49,L3,Active
3013,Employee-3013,IT,26,L2,Active
3014,Employee-3014,Operations,16,Manager,Active
3015,Employee-3015,Support,47,L4,Active
3016,Employee-3016,IT,13,Manager,Active
3017,Employee-3017,Support,15,L1,Active
3018,Employee-3018,Support,27,Manager,Active
3019,Employee-3019,Operations,4,L2,Active
3020,Employee-3020,Operations,16,L3,Active
3021,Employee-3021,Operations,30,L4,Active
3022,Employee-3022,IT,44,Manager,Inactive
3023,Employee-3023,Operations,30,Manager,Active
3024,Employee-3024,IT,36,L3,Active
3025,Employee-3025,Operations,3,L4,Active
3026,Employee-3026,Sales,22,Senior Manager,Active
3027,Employee-3027,Support,49,Manager,Active
3028,Employee-3028,Operations,22,Manager,Active
3029,Employee-3029,HR,50,Senior Manager,Active
3030,Employee-3030,Support,50,L2,Active
3031,Employee-3031,Support,49,L2,Active
3032,Employee-3032,Operations,12,L1,Active
3033,Employee-3033,Finance,21,L3,Active
3034,Employee-3034,Operations,4,L4,Inactive
3035,Employee-3035,Support,31,Manager,Active
3036,Employee-3036,HR,44,Manager,Active
3037,Employee-3037,Support,31,L1,Active
3038,Employee-3038,HR,23,Manager,Active
3039,Employee-3039,IT,20,L3,Active
3040,Employee-3040,Sales,15,L1,Active
3041,Employee-3041,Support,23,L3,Active
3042,Employee-3042,Operations,28,L1,Active
3043,Employee-3043,IT,16,Manager,Active
3044,Employee-3044,Sales,37,L1,Inactive
3045,Employee-3045,Operations,21,L2,Active
3046,Employee-3046,Finance,15,L4,Active
3047,Employee-3047,Operations,17,Manager,Active
3048,Employee-3048,HR,50,Senior Manager,Active
3049,Employee-3049,HR,37,L4,Active
3050,Employee-3050,Finance,13,Manager,Active
3051,Employee-3051,IT,19,L4,Active
3052,Employee-3052,Sales,30,L2,Active
3053,Employee-3053,Operations,45,L4,Active
3054,Employee-3054,HR,18,L1,Active
3055,Employee-3055,IT,14,L4,Active
3056,Employee-3056,Finance,36,Manager,Active
3057,Employee-3057,Support,36,Senior Manager,Active
3058,Employee-3058,HR,20,Senior Manager,Active
3059,Employee-3059,Finance,19,L3,Active
3060,Employee-3060,Operations,45,L4,Active
3061,Employee-3061,Sales,44,Senior Manager,Active
3062,Employee-3062,HR,7,L4,Active
