deployment_id,facility_id,department,sanctioned_positions,actual_headcount
6146,12,Operations,22,35
6147,47,HR,114,148
6148,33,HR,137,123
6149,23,Operations,128,63
6150,17,Finance,75,44
6151,36,Sales,135,39
6152,32,Operations,137,21
6153,35,Operations,89,100
6154,5,Support,125,15
6155,7,Finance,48,93
6156,32,IT,47,31
6157,3,Support,109,115
6158,21,HR,52,21
6159,48,Operations,93,42
6160,5,IT,145,147
6161,5,Support,37,112
6162,18,Finance,96,21
6163,19,Sales,107,19
6164,44,HR,118,120
6165,15,Finance,102,13
6166,26,IT,70,105
6167,44,Finance,65,77
6168,44,Support,90,62
6169,16,Operations,127,12
6170,32,Support,33,40
6171,3,Support,82,102
6172,22,Sales,15,25
6173,46,Finance,119,38
6174,26,Sales,132,38
6175,16,IT,105,88
6176,30,Operations,42,65
6177,37,Finance,19,74
6178,50,Sales,116,71
6179,23,IT,80,18
6180,14,Finance,120,111
6181,12,HR,46,46
6182,49,IT,95,100
6183,4,Finance,70,77
6184,37,Support,58,20
6185,29,Sales,25,27
6186,49,HR,61,114
6187,17,HR,109,118
6188,18,Operations,45,133
6189,45,HR,112,122
6190,35,Operations,18,31
6191,4,Support,74,23
6192,34,HR,73,10
6193,9,Support,39,114
6194,16,Finance,109,112
6195,21,IT,43,84
6196,9,IT,113,30
6197,34,Support,87,113
6198,16,Sales,12,54
6199,13,Sales,129,107
6200,42,Operations,144,52
6201,35,Support,23,50
6202,13,Finance,37,69
6203,3,Finance,97,67
6204,17,Support,19,44
6205,2,HR,98,122
6206,5,IT,21,74
6207,47,Finance,82,138
6208,26,IT,48,56
6209,16,IT,116,149
6210,38,Finance,15,54
6211,11,Support,129,74
6212,25,Sales,101,34
6213,18,Sales,140,108
6214,43,HR,64,68
6215,44,Finance,48,60
6216,3,Finance,33,120
6217,13,Support,74,135
6218,27,HR,107,11
6219,24,Finance,134,148
6220,41,IT,125,120
6221,47,Support,81,134
6222,22,HR,71,48
6223,32,Sales,127,66
6224,15,HR,124,71
6225,49,HR,14,120
6226,11,IT,62,52
6227,25,Operations,124,85
6228,27,Sales,87,38
6229,14,Finance,59,76
6230,35,Operations,78,58
6231,15,Finance,13,21
6232,21,Sales,83,130
6233,31,Finance,133,37
6234,19,Sales,118,92
6235,47,IT,149,36
6236,43,Finance,85,129
6237,46,HR,124,23
6238,16,Sales,136,91
6239,31,Operations,76,22
6240,49,Support,99,64
6241,50,HR,15,52
6242,31,Finance,138,117
6243,11,HR,20,18
6244,28,Operations,129,109
6245,36,Sales,61,12
6246,7,HR,72,99
6247,22,Finance,119,144
6248,36,IT,110,35
6249,31,Finance,22,57
6250,19,HR,23,89
6251,1,Finance,62,13
6252,37,Sales,124,35
6253,29,Operations,81,106
6254,45,Sales,111,53
6255,12,Operations,34,78
6256,18,Sales,149,14
6257,21,IT,121,21
6258,24,Sales,142,16
6259,34,Support,122,99
6260,16,Finance,123,132
6261,8,Support,16,69
6262,40,Operations,64,126
6263,6,Operations,138,91
6264,3,Operations,30,41
6265,49,Operations,54,137
6266,28,Operations,93,73
6267,50,IT,96,97
6268,34,Operations,78,33
6269,43,Operations,137,113
6270,42,Sales,61,136
6271,7,HR,14,125
6272,3,IT,40,43
6273,16,Sales,143,66
6274,32,Operations,64,100
6275,28,IT,40,29
6276,8,HR,110,73
6277,7,HR,94,98
6278,20,Finance,25,32
6279,9,HR,46,87
6280,49,HR,10,71
6281,37,HR,41,85
6282,16,Operations,109,51
6283,49,IT,63,76
6284,33,Operations,42,70
6285,33,Operations,92,75
6286,18,HR,84,135
6287,6,HR,49,126
6288,23,Finance,37,81
6289,9,HR,51,45
6290,48,Support,37,125
6291,35,IT,61,47
6292,33,Sales,48,64
6293,17,IT,15,44
6294,44,IT,122,39
6295,5,Sales,144,114
6296,17,Sales,16,44
6297,13,Sales,35,87
6298,35,Support,76,10
6299,27,Finance,138,22
6300,3,Finance,43,72
6301,18,IT,140,43
6302,13,IT,112,49
6303,25,Finance,65,58
6304,25,Support,136,100
6305,17,HR,38,130
6306,25,IT,149,93
6307,36,Support,133,118
6308,49,IT,92,133
6309,29,Sales,24,128
6310,41,Operations,12,128
6311,46,Support,112,64
6312,2,Support,142,73
6313,18,HR,37,41
6314,36,Support,149,104
6315,1,Finance,49,20
6316,43,Sales,44,56
6317,40,Support,85,29
6318,2,HR,136,103
6319,20,Support,128,45
6320,2,Support,74,54
6321,33,IT,104,134
6322,8,Support,14,72
6323,43,IT,64,70
6324,7,IT,135,51
6325,11,HR,31,55
6326,32,Finance,126,83
6327,38,Finance,33,113
6328,8,HR,45,77
6329,13,HR,42,36
6330,40,HR,64,132
6331,41,HR,74,98
6332,16,HR,21,126
6333,45,Support,72,62
6334,11,Operations,18,107
6335,23,Finance,71,71
6336,45,Operations,106,45
6337,28,IT,31,85
6338,6,Sales,81,89
6339,38,HR,20,62
6340,31,IT,47,118
6341,36,Sales,100,109
6342,30,Operations,23,28
6343,38,Support,66,12
6344,17,Operations,109,91
6345,11,Support,131,142
6346,2,IT,21,34
6347,3,Operations,147,27
6348,1,Sales,26,22
6349,47,HR,108,88
6350,10,IT,97,111
6351,13,Support,28,41
6352,8,IT,126,123
6353,46,IT,127,108
6354,17,Sales,129,64
6355,26,Support,85,24
6356,39,HR,136,94
6357,47,IT,21,116
6358,49,HR,100,42
6359,34,HR,18,140
6360,11,HR,116,149
6361,30,IT,36,10
6362,37,Finance,90,106
6363,23,Sales,90,65
6364,46,HR,41,41
6365,3,Operations,110,102
6366,50,Operations,124,65
6367,14,Operations,93,128
6368,22,HR,38,145
6369,18,Operations,105,147
6370,29,Finance,14,43
6371,12,Operations,54,101
6372,21,Sales,99,129
6373,39,Finance,138,143
6374,40,IT,106,70
6375,28,IT,109,138
6376,7,IT,127,38
6377,17,Finance,78,118
6378,8,HR,16,135
6379,16,Finance,53,147
6380,27,IT,45,93
6381,5,Finance,115,101
6382,16,HR,73,87
6383,37,Support,28,41
6384,30,Operations,130,113
6385,9,Finance,135,63
6386,46,Operations,109,33
6387,29,Finance,103,9
6388,1,Operations,132,64
6389,14,Support,142,118
6390,10,Support,119,9
6391,15,Operations,18,149
6392,16,HR,49,141
6393,45,Operations,52,28
6394,23,Sales,105,137
6395,47,Support,99,43
6396,39,Sales,119,34
6397,45,Operations,111,134
6398,11,IT,71,123
6399,9,Operations,51,67
6400,35,HR,51,67
6401,12,Operations,102,80
6402,32,IT,78,134
6403,14,HR,105,134
6404,18,Sales,148,101
6405,5,Operations,106,106
6406,30,Finance,41,140
6407,7,Sales,61,85
6408,6,HR,90,87
6409,38,Sales,133,128
6410,6,Sales,145,98
6411,50,IT,40,60
6412,11,Operations,140,147
6413,15,IT,49,15
6414,29,Sales,85,139
6415,35,Support,99,104
6416,35,Finance,60,134
6417,7,HR,115,66
6418,29,Support,45,109
6419,31,Support,25,127
6420,15,HR,123,50
6421,35,Finance,12,111
6422,27,Support,139,125
6423,38,Support,142,96
6424,12,IT,36,47
6425,32,Finance,57,30
6426,47,HR,62,127
6427,26,IT,113,35
6428,18,HR,32,127
6429,9,HR,124,130
6430,15,HR,103,113
6431,21,IT,29,52
6432,8,Support,45,54
6433,17,Support,103,100
6434,14,Operations,73,95
6435,45,Finance,32,88
6436,12,Finance,113,146
6437,32,Support,18,46
6438,25,Sales,78,62
6439,22,IT,97,16
6440,27,Support,96,34
6441,20,Operations,136,136
6442,40,HR,74,129
6443,24,HR,52,47
6444,30,Support,80,55
6445,49,Sales,97,131
6446,47,HR,11,138
6447,4,Support,85,148
6448,9,Operations,105,24
6449,41,Sales,91,100
6450,34,Support,75,102
6451,20,Operations,86,43
6452,47,Sales,24,125
6453,30,IT,98,101
6454,3,Operations,107,72
6455,27,Sales,41,29
6456,20,HR,143,135
6457,9,IT,114,104
6458,20,Operations,56,69
6459,48,Support,71,28
6460,35,Finance,74,75
6461,38,HR,53,24
6462,42,IT,21,123
6463,46,Operations,57,31
6464,7,IT,109,127
6465,37,Finance,89,110
6466,40,Operations,147,43
6467,11,Sales,81,142
6468,34,Support,108,54
6469,22,Finance,147,122
6470,40,HR,15,123
6471,46,Sales,37,90
6472,38,IT,54,28
6473,4,Sales,28,136
6474,4,Sales,113,10
6475,49,HR,126,85
6476,43,IT,42,47
6477,38,Sales,54,105
6478,6,Finance,130,122
6479,13,Finance,55,96
6480,49,Operations,67,147
6481,8,Support,116,96
6482,23,HR,47,10
6483,2,Operations,125,57
6484,41,Support,116,105
6485,21,IT,120,137
6486,39,Sales,41,121
6487,33,Support,44,143
6488,45,Sales,34,58
6489,8,Operations,103,141
6490,38,IT,73,41
6491,32,IT,31,130
6492,46,Sales,89,68
6493,11,HR,137,85
6494,42,IT,110,141
6495,41,HR,72,147
6496,36,IT,81,109
6497,13,HR,141,40
6498,33,Operations,41,29
6499,10,Sales,66,16
6500,2,Sales,118,43
6501,40,Sales,22,64
6502,45,IT,123,65
6503,12,Support,12,11
6504,15,Sales,51,93
6505,14,Sales,149,126
6506,42,Finance,15,18
6507,7,HR,140,121
6508,19,Sales,13,30
6509,29,Sales,122,44
6510,34,Finance,29,91
6511,33,IT,130,78
6512,16,HR,26,119
6513,43,IT,72,75
6514,45,Finance,100,10
6515,29,Sales,33,144
6516,14,HR,84,83
6517,30,Sales,117,27
6518,5,Operations,122,14
6519,32,HR,93,73
6520,7,Operations,11,34
6521,17,HR,107,131
6522,36,Finance,76,133
6523,33,IT,60,62
6524,2,HR,116,16
6525,48,Support,112,131
6526,29,Finance,60,49
6527,42,Sales,28,89
6528,42,Finance,143,147
6529,13,HR,98,93
6530,31,IT,15,109
6531,48,Operations,80,17
6532,17,Sales,54,111
6533,4,HR,47,103
6534,1,Finance,134,144
6535,9,Sales,53,121
6536,2,HR,83,31
6537,40,IT,89,127
6538,16,Finance,115,81
6539,17,Operations,126,139
6540,16,IT,88,119
6541,23,HR,67,128
6542,1,Operations,83,82
6543,14,Support,100,95
6544,43,Finance,73,71
6545,23,Sales,38,126
6546,33,Finance,138,62
6547,22,Support,113,58
6548,7,Support,17,130
6549,49,Support,122,130
6550,39,Operations,20,75
6551,14,IT,125,64
6552,4,IT,35,20
6553,25,Sales,74,38
6554,44,Sales,91,9
6555,49,Sales,79,112
6556,34,Operations,123,65
6557,27,IT,92,146
6558,45,Finance,115,62
6559,46,Finance,33,117
6560,33,Operations,38,12
6561,2,Finance,140,51
6562,15,Finance,137,119
6563,9,Operations,46,128
6564,24,Finance,132,110
6565,35,Operations,19,31
6566,23,Sales,125,21
6567,41,Support,22,141
6568,10,Operations,52,132
6569,25,HR,53,95
6570,16,Operations,145,16
6571,24,Support,100,45
6572,32,Operations,125,18
6573,1,Sales,142,60
6574,50,Sales,65,144
6575,20,IT,49,33
6576,29,Finance,141,34
6577,28,Operations,78,25
6578,28,IT,74,70
6579,8,Support,115,25
6580,1,Sales,34,107
6581,15,IT,120,143
6582,31,Sales,45,113
6583,35,HR,74,44
6584,33,Operations,100,56
6585,41,Sales,64,118
6586,45,HR,88,75
6587,8,HR,51,21
6588,11,Operations,98,48
6589,31,Sales,60,111
6590,35,Operations,94,75
6591,14,Operations,148,143
6592,20,Sales,50,81
6593,29,Sales,70,125
6594,19,Finance,26,47
6595,22,HR,143,59
6596,22,Finance,35,111
6597,40,Sales,75,58
6598,16,Support,113,108
6599,33,Sales,85,71
6600,25,Support,27,16
6601,33,Sales,138,60
6602,46,Finance,71,102
6603,8,Sales,75,145
6604,41,Operations,17,27
6605,34,Support,22,139
6606,6,HR,144,93
6607,22,Sales,38,33
6608,36,Support,67,76
6609,49,Sales,149,40
6610,40,IT,49,13
6611,46,HR,105,138
6612,19,HR,112,114
6613,41,Finance,33,119
6614,34,Support,20,33
6615,4,Sales,30,80
6616,32,Operations,98,88
6617,15,Sales,60,65
6618,42,IT,125,91
6619,1,IT,63,130
6620,46,IT,146,19
6621,36,Finance,23,109
6622,35,IT,44,9
6623,43,Support,56,38
6624,22,HR,57,136
6625,46,HR,103,146
6626,47,Finance,89,131
6627,7,Sales,75,59
6628,50,Support,67,36
6629,49,Sales,28,69
6630,8,HR,15,96
6631,18,Operations,129,61
6632,27,Operations,139,22
6633,46,Operations,123,72
6634,33,IT,58,47
6635,4,Support,20,110
6636,29,Operations,71,128
6637,32,Finance,11,43
6638,15,Finance,121,37
6639,37,Operations,131,50
6640,33,Finance,84,68
6641,40,Finance,106,63
6642,3,IT,92,148
6643,31,Finance,90,94
6644,20,Operations,70,113
6645,22,IT,113,77
6646,32,Sales,109,128
6647,10,Support,119,58
6648,35,HR,77,127
6649,40,Sales,38,58
6650,48,HR,57,48
6651,6,IT,70,131
6652,40,HR,101,135
6653,21,Operations,27,90
6654,46,IT,25,145
6655,4,Support,137,21
6656,2,Operations,27,23
6657,37,Finance,144,122
6658,6,HR,129,105
6659,31,IT,98,8
6660,42,HR,106,8
6661,9,IT,78,114
6662,22,Support,74,55
6663,27,HR,83,46
6664,41,Support,71,101
6665,29,HR,109,145
6666,17,HR,131,14
6667,49,Sales,138,89
6668,41,Support,101,43
6669,37,Sales,81,90
6670,23,Support,79,16
6671,31,HR,70,87
6672,38,Sales,146,79
6673,25,Finance,100,8
6674,5,Support,90,57
6675,20,Sales,145,23
6676,20,IT,106,74
6677,12,Sales,109,47
6678,26,HR,89,24
6679,47,IT,104,40
6680,2,Support,124,16
6681,8,Support,63,26
6682,31,Finance,113,31
6683,30,HR,128,62
6684,15,Sales,127,28
6685,43,Finance,67,90
6686,16,HR,118,41
6687,23,Operations,30,75
6688,23,Operations,100,88
6689,42,Sales,128,64
6690,47,HR,143,112
6691,14,HR,60,96
6692,10,Sales,30,31
6693,28,HR,126,20
6694,39,Operations,31,13
6695,25,Sales,73,103
6696,46,Finance,108,22
6697,45,Support,141,113
6698,14,Finance,43,137
6699,26,HR,20,9
6700,20,HR,55,39
6701,1,Support,28,16
6702,12,HR,110,95
6703,46,IT,58,112
6704,48,Sales,74,120
6705,46,Support,78,145
6706,14,Finance,143,52
6707,6,Finance,93,110
6708,26,Operations,72,115
6709,1,HR,12,114
6710,36,Finance,36,9
6711,21,Finance,64,39
6712,40,Sales,124,54
6713,5,Support,112,135
6714,11,Finance,47,128
6715,37,Finance,32,74
6716,34,Support,108,148
6717,17,Support,76,134
6718,13,Operations,126,64
6719,16,Support,57,133
6720,48,Support,96,35
6721,40,Operations,131,79
6722,17,Finance,22,75
6723,38,IT,18,121
6724,45,Operations,128,127
6725,14,IT,84,104
6726,35,IT,36,17
6727,2,Finance,56,31
6728,13,HR,66,30
6729,10,Operations,111,125
6730,44,HR,75,102
6731,1,IT,80,38
6732,19,HR,92,15
6733,27,Sales,59,12
6734,15,Sales,90,105
6735,25,IT,21,82
6736,48,Operations,132,100
6737,27,HR,37,90
6738,17,Operations,141,85
6739,48,IT,53,107
6740,32,Sales,20,139
6741,46,Finance,72,19
6742,43,Support,64,59
6743,34,HR,136,131
6744,32,Operations,58,14
6745,45,Operations,61,32
6746,12,Finance,101,142
6747,43,Sales,53,125
6748,41,IT,38,32
6749,36,Operations,82,126
6750,50,Operations,14,71
6751,37,Finance,121,59
6752,15,Operations,108,13
6753,49,Sales,39,32
6754,18,Support,12,30
6755,15,Operations,87,68
6756,42,Support,134,115
6757,44,Finance,122,86
6758,6,Operations,99,12
6759,49,Operations,111,145
6760,42,Support,39,122
6761,49,Support,54,84
6762,47,Finance,50,78
6763,19,Operations,62,149
6764,24,HR,55,107
6765,2,Support,10,115
6766,16,Sales,107,47
6767,46,Finance,131,44
6768,17,Support,18,105
6769,44,Support,83,81
6770,20,Finance,134,84
6771,6,IT,49,149
6772,28,Operations,124,132
6773,21,Operations,82,23
6774,29,Sales,79,146
6775,23,Finance,92,94
6776,29,HR,29,38
6777,49,Operations,102,70
6778,33,Support,118,126
6779,11,Support,54,63
6780,7,HR,59,64
6781,35,Support,112,48
6782,29,HR,15,71
6783,44,Finance,85,82
6784,28,Support,117,97
6785,14,Operations,51,116
6786,31,Finance,26,112
6787,27,IT,92,141
6788,13,Sales,23,117
6789,50,Operations,146,51
6790,13,Sales,19,33
6791,11,Finance,127,116
6792,9,Sales,35,104
6793,39,HR,82,84
6794,11,Support,49,44
6795,30,IT,123,40
6796,20,HR,76,89
6797,10,Support,139,44
6798,43,Operations,149,124
6799,31,HR,82,81
6800,27,HR,75,108
6801,50,Finance,120,100
6802,11,Finance,39,95
6803,49,Support,61,67
6804,29,IT,40,129
6805,15,Operations,107,93
6806,21,Sales,65,37
6807,41,Sales,43,69
6808,36,Sales,44,70
6809,12,Operations,73,120
6810,26,Support,99,130
6811,47,Support,108,94
6812,17,HR,22,42
6813,26,IT,72,70
6814,38,Sales,130,66
6815,36,Support,40,111
6816,5,Sales,48,120
6817,6,HR,36,26
6818,33,IT,141,117
6819,31,Operations,84,30
6820,11,IT,105,92
6821,23,IT,142,112
6822,16,Finance,117,90
6823,2,IT,122,27
6824,19,Finance,76,78
6825,40,Support,78,49
6826,14,HR,94,24
6827,49,Sales,25,115
6828,40,Finance,116,147
6829,9,Operations,149,50
6830,6,Finance,140,111
6831,26,Sales,77,119
6832,44,Finance,94,131
6833,19,Operations,29,113
6834,42,Operations,35,70
6835,43,IT,130,117
6836,13,Support,114,117
6837,43,IT,108,23
6838,17,Finance,104,126
6839,39,Operations,19,96
6840,9,Finance,22,149
6841,35,Finance,148,17
6842,49,Operations,111,30
6843,26,Operations,140,21
6844,9,Finance,31,67
6845,29,Support,65,137
6846,34,Finance,86,75
6847,7,IT,21,56
6848,12,Finance,54,114
6849,5,Support,51,18
6850,12,Sales,27,120
6851,8,IT,59,142
6852,38,Operations,44,38
6853,16,HR,54,93
6854,14,Operations,32,60
6855,12,Support,79,57
6856,30,Operations,52,95
6857,35,Operations,11,126
6858,30,HR,147,57
6859,9,Support,107,10
6860,14,IT,134,86
6861,33,IT,66,53
6862,27,Operations,30,15
6863,30,Operations,130,52
6864,48,Sales,71,92
6865,11,Support,140,68
6866,19,HR,90,118
6867,20,IT,140,105
6868,15,HR,143,18
6869,2,Sales,39,32
6870,40,Operations,27,75
6871,42,IT,10,105
6872,21,Support,85,142
6873,37,Support,112,19
6874,22,Finance,83,27
6875,37,Operations,107,35
6876,41,Operations,32,45
6877,35,Finance,128,68
6878,6,Operations,101,94
6879,32,Finance,138,123
6880,28,Operations,14,41
6881,8,Operations,61,10
6882,40,Sales,108,149
6883,10,IT,56,18
6884,21,HR,44,85
6885,26,IT,50,37
6886,20,Support,48,23
6887,34,Finance,40,25
6888,5,Operations,146,136
6889,8,Sales,116,37
6890,4,Sales,130,44
6891,33,Sales,52,35
6892,50,Operations,26,79
6893,4,Sales,147,21
6894,7,IT,35,136
6895,17,HR,44,100
6896,6,Support,122,102
6897,19,Sales,88,131
6898,9,IT,100,99
6899,41,IT,98,22
6900,37,IT,114,61
6901,47,Support,29,9
6902,15,HR,125,109
6903,30,IT,39,138
6904,40,IT,116,140
6905,49,Sales,21,108
6906,10,Finance,95,43
6907,45,Finance,19,16
6908,2,HR,87,125
6909,32,Sales,29,110
6910,8,IT,59,11
6911,4,Operations,141,84
6912,13,HR,84,85
6913,47,Operations,35,89
6914,6,Operations,107,32
6915,31,IT,23,63
6916,46,Support,20,97
6917,20,Operations,46,114
6918,15,HR,125,58
6919,29,IT,23,8
6920,41,Operations,141,56
6921,5,HR,86,134
6922,46,Operations,90,75
6923,3,HR,139,126
6924,40,Support,113,32
6925,35,IT,147,113
6926,8,HR,18,56
6927,8,Operations,70,132
6928,31,HR,35,121
6929,7,Operations,125,72
6930,6,Sales,62,98
6931,29,IT,81,110
6932,47,Finance,115,21
6933,34,IT,121,17
6934,46,Sales,42,130
6935,46,Support,16,98
6936,4,Operations,74,104
6937,11,Sales,43,50
6938,40,Support,54,70
6939,41,Finance,143,104
6940,31,IT,140,130
6941,1,Support,18,148
6942,48,IT,99,114
6943,28,Support,41,116
6944,27,Finance,114,16
6945,11,Finance,87,141
6946,20,Operations,147,89
6947,14,HR,73,149
6948,41,Finance,33,149
6949,4,Support,37,77
6950,32,IT,104,75
6951,11,HR,10,58
6952,22,Finance,135,96
6953,24,Support,149,148
6954,23,Support,121,94
6955,24,Finance,93,117
6956,25,Sales,31,42
6957,33,Finance,52,73
6958,2,HR,103,83
6959,39,HR,89,121
6960,35,Finance,48,148
6961,46,Sales,122,70
6962,32,Operations,41,130
6963,8,Support,17,137
6964,7,Finance,136,103
6965,19,Sales,103,54
6966,24,Operations,138,68
6967,36,IT,57,68
6968,13,IT,23,80
6969,7,Operations,50,26
6970,33,HR,142,113
6971,44,Sales,63,110
6972,47,Operations,95,135
6973,37,IT,45,142
6974,11,Finance,73,121
6975,14,IT,135,43
6976,15,Operations,23,41
6977,47,Finance,121,113
6978,22,IT,133,61
6979,44,IT,133,145
6980,13,IT,19,99
6981,23,Finance,32,83
6982,9,Finance,81,137
6983,2,Support,45,34
6984,2,IT,10,110
6985,46,Finance,99,141
6986,27,HR,11,130
6987,20,Sales,125,108
6988,13,Support,135,96
6989,8,Finance,120,82
6990,16,Finance,119,24
6991,5,HR,18,8
6992,45,Support,33,35
6993,32,Finance,86,29
6994,5,HR,54,10
6995,10,HR,80,40
6996,23,Finance,102,69
6997,7,Finance,97,38
6998,39,HR,97,66
6999,3,Finance,35,23
7000,9,Finance,17,12
7001,11,Sales,100,8
7002,17,Support,42,95
7003,31,Sales,66,131
7004,1,Sales,77,102
7005,16,HR,117,106
7006,13,Finance,112,122
7007,21,Support,22,19
7008,14,Support,23,80
7009,7,Support,56,97
7010,31,Operations,98,11
7011,22,Sales,99,133
7012,33,Sales,31,149
7013,16,Finance,76,113
7014,8,Operations,127,118
7015,39,HR,79,97
7016,36,HR,40,97
7017,7,Operations,45,31
7018,11,Sales,11,98
7019,14,Operations,84,24
7020,38,Operations,62,42
7021,39,Sales,57,142
7022,11,IT,61,11
7023,17,Sales,104,10
7024,20,IT,26,28
7025,46,IT,63,58
7026,24,HR,135,61
7027,12,Support,81,73
7028,41,HR,28,65
7029,14,Support,34,36
7030,19,IT,79,89
7031,15,Operations,119,46
7032,1,IT,82,78
7033,24,Sales,105,31
7034,30,Support,27,104
7035,16,Operations,27,131
7036,21,Sales,82,25
7037,22,Sales,25,103
7038,38,IT,129,13
7039,15,Sales,71,63
7040,23,Operations,51,123
7041,47,Support,15,49
7042,1,IT,47,87
7043,49,Finance,133,96
7044,7,Operations,135,123
7045,13,HR,125,29
7046,43,IT,55,81
7047,5,IT,16,101
7048,14,Operations,20,118
7049,34,HR,98,70
7050,23,Operations,36,98
7051,50,Finance,103,106
7052,12,IT,64,116
7053,9,IT,12,42
7054,5,Operations,106,51
7055,11,Finance,124,63
7056,16,IT,42,84
7057,40,Operations,103,34
7058,50,Support,74,46
7059,21,Sales,73,41
7060,36,HR,130,115
7061,42,HR,15,112
7062,23,Sales,21,73
7063,5,Support,64,21
7064,3,Support,85,96
7065,42,IT,95,84
7066,47,Finance,47,99
7067,2,HR,13,142
7068,2,IT,55,141
7069,44,Finance,85,45
7070,48,Operations,68,25
7071,26,HR,48,34
7072,46,Operations,104,44
7073,39,HR,121,111
7074,24,Sales,145,59
7075,2,Operations,38,63
7076,21,Sales,101,131
7077,46,IT,125,10
7078,17,IT,115,99
7079,49,HR,26,127
7080,10,Finance,149,125
7081,46,HR,116,96
7082,49,Sales,108,136
7083,48,Support,33,35
7084,31,Operations,58,32
7085,36,Support,84,135
7086,26,Sales,103,15
7087,39,HR,121,89
7088,27,Support,129,73
7089,7,Finance,21,67
7090,49,IT,149,107
7091,7,Support,149,19
7092,15,Sales,120,23
7093,43,Support,31,139
7094,45,Finance,95,127
7095,46,Support,43,96
7096,48,Operations,14,47
7097,4,Support,31,73
7098,10,HR,44,105
7099,47,Sales,133,117
7100,32,IT,80,44
7101,1,Support,60,140
7102,35,Operations,95,83
7103,20,Operations,80,97
7104,20,Finance,13,20
7105,18,IT,33,120
7106,47,Support,141,147
7107,27,HR,142,16
7108,33,HR,26,51
7109,31,IT,125,122
7110,18,IT,65,49
7111,3,Finance,70,126
7112,7,Finance,96,80
7113,12,Support,142,143
7114,4,Finance,139,70
7115,30,Finance,87,117
7116,39,IT,147,26
7117,11,Support,34,62
7118,34,Finance,93,97
7119,23,Sales,80,11
7120,49,Support,37,130
7121,23,IT,103,64
7122,37,Operations,88,76
7123,31,Finance,90,52
7124,12,Support,107,28
7125,38,Operations,148,50
7126,38,HR,52,33
7127,10,IT,136,85
7128,5,Operations,121,41
7129,24,IT,10,133
7130,39,Finance,126,135
7131,49,Finance,37,126
7132,48,Sales,55,25
7133,41,HR,15,61
7134,3,Support,130,146
7135,16,IT,55,91
7136,14,IT,53,67
7137,28,Sales,46,15
7138,41,HR,102,79
7139,28,IT,29,14
7140,44,Operations,131,23
7141,5,Support,46,134
7142,31,HR,89,86
7143,45,IT,133,47
7144,13,Finance,68,29
7145,34,HR,46,44
7146,41,HR,111,135
7147,21,IT,93,55
7148,22,Finance,147,139
7149,41,Operations,50,138
7150,2,Sales,105,70
7151,12,IT,38,107
7152,50,Operations,101,84
7153,49,HR,136,109
7154,30,IT,13,21
7155,16,Sales,130,141
7156,38,HR,135,31
7157,47,Finance,78,87
7158,23,Sales,32,41
7159,8,IT,118,11
7160,1,IT,62,44
7161,50,HR,92,45
7162,21,HR,98,95
7163,27,Operations,120,107
7164,49,Operations,58,37
7165,41,Sales,37,124
7166,33,HR,27,109
7167,49,Support,120,101
7168,41,Operations,21,125
7169,35,Operations,131,111
7170,27,HR,19,50
7171,31,HR,104,88
7172,16,Finance,16,30
7173,30,Sales,59,19
7174,25,Support,72,102
7175,24,Operations,23,60
7176,38,HR,10,116
7177,44,Support,71,28
7178,26,Finance,18,128
7179,6,Sales,133,142
7180,26,Operations,60,146
7181,31,HR,38,140
7182,37,Sales,80,33
7183,40,Operations,146,67
7184,22,Sales,101,29
7185,12,Sales,35,91
7186,50,Support,112,133
7187,28,HR,148,69
7188,4,Operations,126,82
7189,24,IT,54,76
7190,1,Support,96,46
7191,49,IT,127,27
7192,12,Support,131,88
7193,16,Sales,108,110
7194,41,Operations,53,15
7195,19,HR,67,46
7196,10,Support,53,143
7197,14,Support,79,92
7198,35,Sales,137,89
7199,48,Support,62,138
7200,26,IT,60,23
7201,48,IT,118,94
7202,15,IT,148,46
7203,36,Sales,52,48
7204,7,IT,10,93
7205,45,Finance,74,107
7206,33,Support,58,26
7207,41,Sales,79,136
7208,36,IT,147,16
7209,23,Finance,65,27
7210,32,HR,142,20
7211,14,Sales,126,112
7212,42,Operations,67,21
7213,24,IT,53,15
7214,26,Finance,92,77
7215,26,Operations,118,142
7216,5,Support,31,22
7217,20,IT,50,50
7218,4,IT,66,136
7219,29,Operations,122,86
7220,13,Support,39,94
7221,3,Operations,41,114
7222,40,Operations,111,148
7223,8,Sales,93,84
7224,34,IT,17,110
7225,31,HR,131,106
7226,44,Sales,66,126
7227,34,Finance,114,64
7228,18,HR,30,97
7229,18,Support,60,120
7230,37,Sales,105,98
7231,15,IT,44,28
7232,30,Finance,63,9
7233,31,Finance,104,24
7234,21,Sales,126,38
7235,12,Sales,53,92
7236,49,Support,83,114
7237,14,Support,41,147
7238,50,HR,51,76
7239,45,Sales,70,55
7240,24,Operations,125,75
7241,15,Sales,128,85
7242,30,Sales,73,58
7243,30,Operations,83,38
7244,40,Finance,103,57
7245,10,IT,103,100
7246,35,IT,42,100
7247,15,Operations,37,127
7248,39,Support,98,106
7249,20,Sales,147,24
7250,11,IT,31,120
7251,47,Support,32,49
7252,14,Sales,56,75
7253,41,Sales,44,62
7254,28,IT,84,20
7255,32,Support,25,36
7256,8,Finance,30,28
7257,33,Sales,102,86
7258,17,Operations,33,58
7259,18,Finance,65,19
7260,46,IT,25,50
7261,13,HR,81,35
7262,36,Support,120,20
